Time	Ethnicity	Age	Number
2011.1	1	65	789
2011.1	1	66	796
2011.1	1	67	901
2011.1	1	68	1046
2011.1	1	69	1009
2011.1	1	70	1341
2011.1	1	71	1323
2011.1	1	72	1179
2011.1	1	73	1132
2011.1	1	74	1122
2011.1	1	75	978
2011.1	1	76	808
2011.1	1	77	652
2011.1	1	78	612
2011.1	1	79	520
2011.1	1	80	499
2011.1	1	81	418
2011.1	1	82	242
2011.1	1	83	227
2011.1	1	84	162
2011.1	1	85	105
2011.1	1	86	100
2011.1	1	87	63
2011.1	1	88	44
2011.1	1	89	49
2011.1	1	90	42
2011.1	1	91	23
2011.1	1	92	12
2011.1	1	93	11
2011.1	1	94	10
2011.1	1	95	4
2011.1	1	96	8
2011.1	1	97	5
2011.1	1	98	1
2011.1	1	99	1
2011.1	1	100	6
2011.1	1	101	0
2011.1	1	102	1
2011.1	1	103	1
2011.1	1	104	1
2011.1	1	105	2
2011.1	1	106	1
2011.1	1	107	0
2011.1	1	108	0
2011.1	1	109	0
2011.1	1	110	1
2011.1	1	111	0
2011.1	1	112	0
2011.1	1	113	0
2011.1	1	114	0
2011.1	1	115	0
2011.1	1	116	0
2011.1	1	117	0
2011.1	1	118	0
2011.1	1	119	0
2011.1	1	120	0
2011.1	2	0	21172
2011.1	2	1	21196
2011.1	2	2	21969
2011.1	2	3	22264
2011.1	2	4	21557
2011.1	2	5	21492
2011.1	2	6	19090
2011.1	2	7	17978
2011.1	2	8	16647
2011.1	2	9	16107
2011.1	2	10	16717
2011.1	2	11	16777
2011.1	2	12	16783
2011.1	2	13	17420
2011.1	2	14	17493
2011.1	2	15	18149
2011.1	2	16	17850
2011.1	2	17	18285
2011.1	2	18	18824
2011.1	2	19	18484
2011.1	2	20	19069
2011.1	2	21	19051
2011.1	2	22	18603
2011.1	2	23	18348
2011.1	2	24	18919
2011.1	2	25	19498
2011.1	2	26	19374
2011.1	2	27	19877
2011.1	2	28	21360
2011.1	2	29	20862
2011.1	2	30	22445
2011.1	2	31	22841
2011.1	2	32	23122
2011.1	2	33	21997
2011.1	2	34	22540
2011.1	2	35	22211
2011.1	2	36	21824
2011.1	2	37	20144
2011.1	2	38	20630
2011.1	2	39	17688
2011.1	2	40	20017
2011.1	2	41	19105
2011.1	2	42	19114
2011.1	2	43	17574
2011.1	2	44	17016
2011.1	2	45	16500
2011.1	2	46	15399
2011.1	2	47	13355
2011.1	2	48	12647
2011.1	2	49	9927
2011.1	2	50	11368
2011.1	2	51	9802
2011.1	2	52	8512
2011.1	2	53	7338
2011.1	2	54	6651
2011.1	2	55	5941
2011.1	2	56	5649
2011.1	2	57	4514
2011.1	2	58	4306
2011.1	2	59	3236
2011.1	2	60	3468
2011.1	2	61	3155
2011.1	2	62	2941
2011.1	2	63	2411
2011.1	2	64	2211
2011.1	2	65	2182
2011.1	2	66	2051
2011.1	2	67	1757
2011.1	2	68	1980
2011.1	2	69	1460
2011.1	2	70	1770
2011.1	2	71	1884
2011.1	2	72	1628
2011.1	2	73	1306
2011.1	2	74	1264
2011.1	2	75	1130
2011.1	2	76	974
2011.1	2	77	759
2011.1	2	78	672
2011.1	2	79	541
2011.1	2	80	483
2011.1	2	81	434
2011.1	2	82	342
2011.1	2	83	235
2011.1	2	84	226
2011.1	2	85	177
2011.1	2	86	149
2011.1	2	87	95
2011.1	2	88	119
2011.1	2	89	60
2011.1	2	90	58
2011.1	2	91	55
2011.1	2	92	30
2011.1	2	93	27
2011.1	2	94	19
2011.1	2	95	17
2011.1	2	96	16
2011.1	2	97	9
2011.1	2	98	11
2011.1	2	99	10
2011.1	2	100	48
2011.1	2	101	36
2011.1	2	102	44
2011.1	2	103	56
2011.1	2	104	67
2011.1	2	105	44
2011.1	2	106	45
2011.1	2	107	31
2011.1	2	108	15
2011.1	2	109	12
2011.1	2	110	4
2011.1	2	111	1
2011.1	2	112	0
2011.1	2	113	0
2011.1	2	114	0
2011.1	2	115	0
2011.1	2	116	0
2011.1	2	117	0
2011.1	2	118	0
2011.1	2	119	0
2011.1	2	120	0
2011.1	3	0	3932
2011.1	3	1	3746
2011.1	3	2	3662
2011.1	3	3	3544
2011.1	3	4	3169
2011.1	3	5	2912
2011.1	3	6	2780
2011.1	3	7	2596
2011.1	3	8	2545
2011.1	3	9	2490
2011.1	3	10	3543
2011.1	3	11	3935
2011.1	3	12	4555
2011.1	3	13	5082
2011.1	3	14	5668
2011.1	3	15	9054
2011.1	3	16	12166
2011.1	3	17	15108
2011.1	3	18	17905
2011.1	3	19	20170
2011.1	3	20	23465
2011.1	3	21	25559
2011.1	3	22	27287
2011.1	3	23	24577
2011.1	3	24	19682
2011.1	3	25	15756
2011.1	3	26	13534
2011.1	3	27	12150
2011.1	3	28	11921
2011.1	3	29	11027
2011.1	3	30	9556
2011.1	3	31	9211
2011.1	3	32	8364
2011.1	3	33	7600
2011.1	3	34	7390
2011.1	3	35	6838
2011.1	3	36	6477
2011.1	3	37	6152
2011.1	3	38	5974
2011.1	3	39	5682
2011.1	3	40	5347
2011.1	3	41	5016
2011.1	3	42	5315
2011.1	3	43	4582
2011.1	3	44	4492
2011.1	3	45	4448
2011.1	3	46	4400
2011.1	3	47	4759
2011.1	3	48	4826
2011.1	3	49	4139
2011.1	3	50	4056
2011.1	3	51	3832
2011.1	3	52	3930
2011.1	3	53	3905
2011.1	3	54	3823
2011.1	3	55	3574
2011.1	3	56	3316
2011.1	3	57	3367
2011.1	3	58	2988
2011.1	3	59	2879
2011.1	3	60	2648
2011.1	3	61	2598
2011.1	3	62	2306
2011.1	3	63	2226
2011.1	3	64	1873
2011.1	3	65	1480
2011.1	3	66	1357
2011.1	3	67	1222
2011.1	3	68	1119
2011.1	3	69	1083
2011.1	3	70	1119
2011.1	3	71	1164
2011.1	3	72	1119
2011.1	3	73	1120
2011.1	3	74	1008
2011.1	3	75	912
2011.1	3	76	864
2011.1	3	77	805
2011.1	3	78	715
2011.1	3	79	607
2011.1	3	80	576
2011.1	3	81	507
2011.1	3	82	435
2011.1	3	83	335
2011.1	3	84	316
2011.1	3	85	297
2011.1	3	86	260
2011.1	3	87	190
2011.1	3	88	156
2011.1	3	89	119
2011.1	3	90	93
2011.1	3	91	84
2011.1	3	92	46
2011.1	3	93	44
2011.1	3	94	37
2011.1	3	95	24
2011.1	3	96	10
2011.1	3	97	23
2011.1	3	98	6
2011.1	3	99	14
2011.1	3	100	22
2011.1	3	101	16
2011.1	3	102	25
2011.1	3	103	24
2011.1	3	104	38
2011.1	3	105	27
2011.1	3	106	18
2011.1	3	107	5
2011.1	3	108	5
2011.1	3	109	0
2011.1	3	110	0
2011.1	3	111	0
2011.1	3	112	0
2011.1	3	113	0
2011.1	3	114	0
2011.1	3	115	0
2011.1	3	116	0
2011.1	3	117	0
2011.1	3	118	0
2011.1	3	119	0
2011.1	3	120	0
2011.1	4	0	19572
2011.1	4	1	19670
2011.1	4	2	19631
2011.1	4	3	19877
2011.1	4	4	19094
2011.1	4	5	18044
2011.1	4	6	16797
2011.1	4	7	15825
2011.1	4	8	15269
2011.1	4	9	14733
2011.1	4	10	15220
2011.1	4	11	15656
2011.1	4	12	15850
2011.1	4	13	15914
2011.1	4	14	16288
2011.1	4	15	17953
2011.1	4	16	19427
2011.1	4	17	21756
2011.1	4	18	23570
2011.1	4	19	25959
2011.1	4	20	27913
2011.1	4	21	30570
2011.1	4	22	34396
2011.1	4	23	37312
2011.1	4	24	38966
2011.1	4	25	41126
2011.1	4	26	41675
2011.1	4	27	40120
2011.1	4	28	40901
2011.1	4	29	41669
2011.1	4	30	41795
2011.1	4	31	40773
2011.1	4	32	38608
2011.1	4	33	36659
2011.1	4	34	36207
2011.1	4	35	33371
2011.1	4	36	30982
2011.1	4	37	28624
2011.1	4	38	27951
2011.1	4	39	26573
2011.1	4	40	24576
2011.1	4	41	23780
2011.1	4	42	22416
2011.1	4	43	21034
2011.1	4	44	19491
2011.1	4	45	18616
2011.1	4	46	17388
2011.1	4	47	17353
2011.1	4	48	17218
2011.1	4	49	17223
2011.1	4	50	17344
2011.1	4	51	16832
2011.1	4	52	16482
2011.1	4	53	16154
2011.1	4	54	16168
2011.1	4	55	15815
2011.1	4	56	15695
2011.1	4	57	14509
2011.1	4	58	14491
2011.1	4	59	13183
2011.1	4	60	12614
2011.1	4	61	11855
2011.1	4	62	10891
2011.1	4	63	9960
2011.1	4	64	8653
2011.1	4	65	7887
2011.1	4	66	7328
2011.1	4	67	7380
2011.1	4	68	7417
2011.1	4	69	6923
2011.1	4	70	6956
2011.1	4	71	7174
2011.1	4	72	6797
2011.1	4	73	6197
2011.1	4	74	5957
2011.1	4	75	5560
2011.1	4	76	4978
2011.1	4	77	4702
2011.1	4	78	4296
2011.1	4	79	3838
2011.1	4	80	3520
2011.1	4	81	2995
2011.1	4	82	2412
2011.1	4	83	2151
2011.1	4	84	1740
2011.1	4	85	1551
2011.1	4	86	1339
2011.1	4	87	1088
2011.1	4	88	943
2011.1	4	89	741
2011.1	4	90	593
2011.1	4	91	441
2011.1	4	92	317
2011.1	4	93	235
2011.1	4	94	195
2011.1	4	95	127
2011.1	4	96	104
2011.1	4	97	87
2011.1	4	98	52
2011.1	4	99	40
2011.1	4	100	120
2011.1	4	101	9
2011.1	4	102	16
2011.1	4	103	39
2011.1	4	104	38
2011.1	4	105	32
2011.1	4	106	18
2011.1	4	107	11
2011.1	4	108	8
2011.1	4	109	3
2011.1	4	110	2
2011.1	4	111	2
2011.1	4	112	0
2011.1	4	113	0
2011.1	4	114	0
2011.1	4	115	0
2011.1	4	116	0
2011.1	4	117	0
2011.1	4	118	0
2011.1	4	119	0
2011.1	4	120	0
2011.1	5	0	24459
2011.1	5	1	25720
2011.1	5	2	26432
2011.1	5	3	26279
2011.1	5	4	25434
2011.1	5	5	25905
2011.1	5	6	24136
2011.1	5	7	23136
2011.1	5	8	23055
2011.1	5	9	22860
2011.1	5	10	21449
2011.1	5	11	21278
2011.1	5	12	20681
2011.1	5	13	19799
2011.1	5	14	19229
2011.1	5	15	20178
2011.1	5	16	20559
2011.1	5	17	20813
2011.1	5	18	20880
2011.1	5	19	20749
2011.1	5	20	21864
2011.1	5	21	22930
2011.1	5	22	23844
2011.1	5	23	25474
2011.1	5	24	26071
2011.1	5	25	26552
2011.1	5	26	26236
2011.1	5	27	26213
2011.1	5	28	26952
2011.1	5	29	26768
2011.1	5	30	26654
2011.1	5	31	25988
2011.1	5	32	24182
2011.1	5	33	22281
2011.1	5	34	21838
2011.1	5	35	19481
2011.1	5	36	17750
2011.1	5	37	17973
2011.1	5	38	17667
2011.1	5	39	17091
2011.1	5	40	16582
2011.1	5	41	15913
2011.1	5	42	14749
2011.1	5	43	13364
2011.1	5	44	11592
2011.1	5	45	10299
2011.1	5	46	8987
2011.1	5	47	8114
2011.1	5	48	8092
2011.1	5	49	8504
2011.1	5	50	8329
2011.1	5	51	8442
2011.1	5	52	8189
2011.1	5	53	8156
2011.1	5	54	8059
2011.1	5	55	7622
2011.1	5	56	7368
2011.1	5	57	6757
2011.1	5	58	7145
2011.1	5	59	6021
2011.1	5	60	5228
2011.1	5	61	4553
2011.1	5	62	3789
2011.1	5	63	3486
2011.1	5	64	3140
2011.1	5	65	2787
2011.1	5	66	2882
2011.1	5	67	2618
2011.1	5	68	3067
2011.1	5	69	2813
2011.1	5	70	3135
2011.1	5	71	3365
2011.1	5	72	3048
2011.1	5	73	2997
2011.1	5	74	2978
2011.1	5	75	2826
2011.1	5	76	2486
2011.1	5	77	2164
2011.1	5	78	1919
2011.1	5	79	1648
2011.1	5	80	1616
2011.1	5	81	1413
2011.1	5	82	962
2011.1	5	83	831
2011.1	5	84	714
2011.1	5	85	570
2011.1	5	86	459
2011.1	5	87	367
2011.1	5	88	245
2011.1	5	89	236
2011.1	5	90	209
2011.1	5	91	144
2011.1	5	92	90
2011.1	5	93	79
2011.1	5	94	40
2011.1	5	95	44
2011.1	5	96	38
2011.1	5	97	30
2011.1	5	98	19
2011.1	5	99	22
2011.1	5	100	66
2011.1	5	101	9
2011.1	5	102	12
2011.1	5	103	11
2011.1	5	104	7
2011.1	5	105	5
2011.1	5	106	0
2011.1	5	107	2
2011.1	5	108	1
2011.1	5	109	0
2011.1	5	110	2
2011.1	5	111	0
2011.1	5	112	0
2011.1	5	113	0
2011.1	5	114	0
2011.1	5	115	0
2011.1	5	116	0
2011.1	5	117	0
2011.1	5	118	0
2011.1	5	119	0
2011.1	5	120	0
2012.1	0	0	501340
2012.1	0	1	513647
2012.1	0	2	506917
2012.1	0	3	502349
2012.1	0	4	502843
2012.1	0	5	493231
2012.1	0	6	481095
2012.1	0	7	461030
2012.1	0	8	461066
2012.1	0	9	446239
2012.1	0	10	449412
2012.1	0	11	466218
2012.1	0	12	485194
2012.1	0	13	499760
2012.1	0	14	508831
2012.1	0	15	522223
2012.1	0	16	533374
2012.1	0	17	533113
2012.1	0	18	548868
2012.1	0	19	558005
2012.1	0	20	577939
2012.1	0	21	595821
2012.1	0	22	577667
2012.1	0	23	577202
2012.1	0	24	588408
2012.1	0	25	573319
2012.1	0	26	585842
2012.1	0	27	584503
2012.1	0	28	581347
2012.1	0	29	580162
2012.1	0	30	583804
2012.1	0	31	594529
2012.1	0	32	585716
2012.1	0	33	552875
2012.1	0	34	519583
2012.1	0	35	520692
2012.1	0	36	533410
2012.1	0	37	555039
2012.1	0	38	571871
2012.1	0	39	605695
2012.1	0	40	642515
2012.1	0	41	654236
2012.1	0	42	643301
2012.1	0	43	664642
2012.1	0	44	667805
2012.1	0	45	686262
2012.1	0	46	690228
2012.1	0	47	698698
2012.1	0	48	688216
2012.1	0	49	676988
2012.1	0	50	662497
2012.1	0	51	642860
2012.1	0	52	614665
2012.1	0	53	608429
2012.1	0	54	597839
2012.1	0	55	573553
2012.1	0	56	553115
2012.1	0	57	543654
2012.1	0	58	551554
2012.1	0	59	538619
2012.1	0	60	535733
2012.1	0	61	540894
2012.1	0	62	562167
2012.1	0	63	580631
2012.1	0	64	639592
2012.1	0	65	647123
2012.1	0	66	491725
2012.1	0	67	521818
2012.1	0	68	485009
2012.1	0	69	455561
2012.1	0	70	393935
2012.1	0	71	376478
2012.1	0	72	392554
2012.1	0	73	384893
2012.1	0	74	371844
2012.1	0	75	355380
2012.1	0	76	336741
2012.1	0	77	320528
2012.1	0	78	298811
2012.1	0	79	290455
2012.1	0	80	279593
2012.1	0	81	269829
2012.1	0	82	247102
2012.1	0	83	226204
2012.1	0	84	203427
2012.1	0	85	189296
2012.1	0	86	170513
2012.1	0	87	150971
2012.1	0	88	134414
2012.1	0	89	117650
2012.1	0	90	105011
2012.1	0	91	93162
2012.1	0	92	68786
2012.1	0	93	40746
2012.1	0	94	30290
2012.1	0	95	26913
2012.1	0	96	20377
2012.1	0	97	15831
2012.1	0	98	10983
2012.1	0	99	7318
2012.1	0	100	4583
2012.1	0	101	7009
2012.1	0	102	0
2012.1	0	103	0
2012.1	0	104	0
2012.1	0	105	0
2012.1	0	106	0
2012.1	0	107	0
2012.1	0	108	0
2012.1	0	109	0
2012.1	0	110	0
2012.1	0	111	0
2012.1	0	112	0
2012.1	0	113	0
2012.1	0	114	0
2012.1	0	115	0
2012.1	0	116	0
2012.1	0	117	0
2012.1	0	118	0
2012.1	0	119	0
2012.1	0	120	0
2012.1	1	0	9286
2012.1	1	1	9583
2012.1	1	2	9642
2012.1	1	3	9830
2012.1	1	4	10398
2012.1	1	5	10238
2012.1	1	6	10172
2012.1	1	7	9953
2012.1	1	8	10068
2012.1	1	9	9821
2012.1	1	10	9617
2012.1	1	11	9051
2012.1	1	12	8861
2012.1	1	13	9055
2012.1	1	14	9152
2012.1	1	15	8899
2012.1	1	16	8988
2012.1	1	17	8587
2012.1	1	18	8498
2012.1	1	19	8391
2012.1	1	20	8577
2012.1	1	21	9343
2012.1	1	22	9694
2012.1	1	23	10223
2012.1	1	24	10786
2012.1	1	25	10508
2012.1	1	26	10569
2012.1	1	27	10623
2012.1	1	28	10341
2012.1	1	29	10451
2012.1	1	30	10471
2012.1	1	31	10371
2012.1	1	32	9929
2012.1	1	33	8894
2012.1	1	34	8857
2012.1	1	35	9140
2012.1	1	36	8296
2012.1	1	37	8279
2012.1	1	38	8415
2012.1	1	39	6667
2012.1	1	40	6681
2012.1	1	41	6325
2012.1	1	42	5723
2012.1	1	43	5037
2012.1	1	44	4618
2012.1	1	45	4006
2012.1	1	46	3428
2012.1	1	47	3034
2012.1	1	48	3257
2012.1	1	49	3076
2012.1	1	50	2834
2012.1	1	51	2517
2012.1	1	52	2580
2012.1	1	53	2533
2012.1	1	54	2494
2012.1	1	55	2463
2012.1	1	56	2142
2012.1	1	57	2142
2012.1	1	58	1909
2012.1	1	59	1980
2012.1	1	60	1612
2012.1	1	61	1389
2012.1	1	62	1184
2012.1	1	63	947
2012.1	1	64	883
2012.1	1	65	788
2012.1	1	66	784
2012.1	1	67	781
2012.1	1	68	884
2012.1	1	69	1021
2012.1	1	70	974
2012.1	1	71	1304
2012.1	1	72	1278
2012.1	1	73	1139
2012.1	1	74	1102
2012.1	1	75	1068
2012.1	1	76	944
2012.1	1	77	776
2012.1	1	78	624
2012.1	1	79	585
2012.1	1	80	491
2012.1	1	81	467
2012.1	1	82	392
2012.1	1	83	222
2012.1	1	84	200
2012.1	1	85	139
2012.1	1	86	91
2012.1	1	87	85
2012.1	1	88	53
2012.1	1	89	40
2012.1	1	90	21
2012.1	1	91	34
2012.1	1	92	20
2012.1	1	93	9
2012.1	1	94	10
2012.1	1	95	7
2012.1	1	96	4
2012.1	1	97	6
2012.1	1	98	2
2012.1	1	99	0
2012.1	1	100	12
2012.1	1	101	17
2012.1	1	102	10
2012.1	1	103	16
2012.1	1	104	21
2012.1	1	105	1
2012.1	1	106	0
2012.1	1	107	1
2012.1	1	108	0
2012.1	1	109	0
2012.1	1	110	0
2012.1	1	111	0
2012.1	1	112	0
2012.1	1	113	0
2012.1	1	114	0
2012.1	1	115	0
2012.1	1	116	0
2012.1	1	117	0
2012.1	1	118	0
2012.1	1	119	0
2012.1	1	120	0
2012.1	2	0	20797
2012.1	2	1	21229
2012.1	2	2	21359
2012.1	2	3	22127
2012.1	2	4	22449
2012.1	2	5	21706
2012.1	2	6	21627
2012.1	2	7	19252
2012.1	2	8	18134
2012.1	2	9	16763
2012.1	2	10	16356
2012.1	2	11	16939
2012.1	2	12	16988
2012.1	2	13	16956
2012.1	2	14	17564
2012.1	2	15	17780
2012.1	2	16	18264
2012.1	2	17	17871
2012.1	2	18	18217
2012.1	2	19	18697
2012.1	2	20	18330
2012.1	2	21	18748
2012.1	2	22	18654
2012.1	2	23	18205
2012.1	2	24	17863
2012.1	2	25	18390
2012.1	2	26	18937
2012.1	2	27	18896
2012.1	2	28	19392
2012.1	2	29	20843
2012.1	2	30	20214
2012.1	2	31	21881
2012.1	2	32	22428
2012.1	2	33	22662
2012.1	2	34	21625
2012.1	2	35	22058
2012.1	2	36	21809
2012.1	2	37	21524
2012.1	2	38	19853
2012.1	2	39	20396
2012.1	2	40	17384
2012.1	2	41	19779
2012.1	2	42	18918
2012.1	2	43	18974
2012.1	2	44	17442
2012.1	2	45	16855
2012.1	2	46	16341
2012.1	2	47	15328
2012.1	2	48	13285
2012.1	2	49	12625
2012.1	2	50	9811
2012.1	2	51	11308
2012.1	2	52	9756
2012.1	2	53	8443
2012.1	2	54	7287
2012.1	2	55	6586
2012.1	2	56	5894
2012.1	2	57	5602
2012.1	2	58	4503
2012.1	2	59	4302
2012.1	2	60	3192
2012.1	2	61	3433
2012.1	2	62	3136
2012.1	2	63	2896
2012.1	2	64	2404
2012.1	2	65	2170
2012.1	2	66	2164
2012.1	2	67	2039
2012.1	2	68	1742
2012.1	2	69	1959
2012.1	2	70	1405
2012.1	2	71	1711
2012.1	2	72	1831
2012.1	2	73	1588
2012.1	2	74	1259
2012.1	2	75	1222
2012.1	2	76	1085
2012.1	2	77	941
2012.1	2	78	731
2012.1	2	79	635
2012.1	2	80	507
2012.1	2	81	463
2012.1	2	82	408
2012.1	2	83	316
2012.1	2	84	212
2012.1	2	85	199
2012.1	2	86	151
2012.1	2	87	134
2012.1	2	88	73
2012.1	2	89	92
2012.1	2	90	32
2012.1	2	91	50
2012.1	2	92	44
2012.1	2	93	24
2012.1	2	94	21
2012.1	2	95	17
2012.1	2	96	12
2012.1	2	97	8
2012.1	2	98	9
2012.1	2	99	7
2012.1	2	100	101
2012.1	2	101	143
2012.1	2	102	121
2012.1	2	103	117
2012.1	2	104	121
2012.1	2	105	45
2012.1	2	106	32
2012.1	2	107	22
2012.1	2	108	14
2012.1	2	109	6
2012.1	2	110	6
2012.1	2	111	3
2012.1	2	112	1
2012.1	2	113	0
2012.1	2	114	0
2012.1	2	115	0
2012.1	2	116	0
2012.1	2	117	0
2012.1	2	118	0
2012.1	2	119	0
2012.1	2	120	0
2012.1	3	0	4185
2012.1	3	1	3745
2012.1	3	2	3655
2012.1	3	3	3620
2012.1	3	4	3523
2012.1	3	5	3161
2012.1	3	6	2860
2012.1	3	7	2724
2012.1	3	8	2546
2012.1	3	9	2494
2012.1	3	10	2507
2012.1	3	11	3519
2012.1	3	12	3801
2012.1	3	13	4327
2012.1	3	14	4808
2012.1	3	15	5558
2012.1	3	16	8686
2012.1	3	17	11500
2012.1	3	18	13945
2012.1	3	19	16538
2012.1	3	20	18246
2012.1	3	21	21376
2012.1	3	22	23509
2012.1	3	23	25272
2012.1	3	24	22572
2012.1	3	25	17639
2012.1	3	26	13874
2012.1	3	27	11940
2012.1	3	28	10942
2012.1	3	29	10995
2012.1	3	30	10258
2012.1	3	31	8954
2012.1	3	32	8791
2012.1	3	33	7975
2012.1	3	34	7240
2012.1	3	35	7062
2012.1	3	36	6534
2012.1	3	37	6231
2012.1	3	38	5980
2012.1	3	39	5808
2012.1	3	40	5466
2012.1	3	41	5193
2012.1	3	42	4900
2012.1	3	43	5174
2012.1	3	44	4400
2012.1	3	45	4349
2012.1	3	46	4329
2012.1	3	47	4309
2012.1	3	48	4658
2012.1	3	49	4742
2012.1	3	50	4069
2012.1	3	51	3973
2012.1	3	52	3752
2012.1	3	53	3850
2012.1	3	54	3836
2012.1	3	55	3756
2012.1	3	56	3495
2012.1	3	57	3253
2012.1	3	58	3344
2012.1	3	59	2928
2012.1	3	60	2817
2012.1	3	61	2581
2012.1	3	62	2528
2012.1	3	63	2236
2012.1	3	64	2207
2012.1	3	65	1793
2012.1	3	66	1422
2012.1	3	67	1325
2012.1	3	68	1179
2012.1	3	69	1071
2012.1	3	70	1030
2012.1	3	71	1065
2012.1	3	72	1120
2012.1	3	73	1066
2012.1	3	74	1059
2012.1	3	75	944
2012.1	3	76	853
2012.1	3	77	823
2012.1	3	78	739
2012.1	3	79	663
2012.1	3	80	551
2012.1	3	81	520
2012.1	3	82	439
2012.1	3	83	393
2012.1	3	84	298
2012.1	3	85	275
2012.1	3	86	246
2012.1	3	87	218
2012.1	3	88	162
2012.1	3	89	119
2012.1	3	90	62
2012.1	3	91	74
2012.1	3	92	72
2012.1	3	93	37
2012.1	3	94	38
2012.1	3	95	26
2012.1	3	96	16
2012.1	3	97	7
2012.1	3	98	19
2012.1	3	99	4
2012.1	3	100	24
2012.1	3	101	27
2012.1	3	102	40
2012.1	3	103	41
2012.1	3	104	32
2012.1	3	105	24
