Country	Visa	EntryYear	ParamIndex	Value
Bangladesh	Dep_J_A	2013	3	266.0
Bangladesh	Dep_J_A	2014	0	0.6913073312467308
Bangladesh	Dep_J_A	2014	1	0.513359958739318
Bangladesh	Dep_J_A	2014	2	4.939676141435973
Bangladesh	Dep_J_A	2014	3	184.0
Bangladesh	Dep_J_A	2015	0	-1.0
Bangladesh	Dep_J_A	2015	1	-1.0
Bangladesh	Dep_J_A	2015	2	-1.0
Bangladesh	Dep_J_A	2015	3	186.0
Bangladesh	Dep_J_A	2016	0	0.8439277753395249
Bangladesh	Dep_J_A	2016	1	1.497076565794404
Bangladesh	Dep_J_A	2016	2	3.92197652872239
Bangladesh	Dep_J_A	2016	3	123.0
Bangladesh	Dep_J_A	2017	0	-1.0
Bangladesh	Dep_J_A	2017	1	-1.0
Bangladesh	Dep_J_A	2017	2	-1.0
Bangladesh	Dep_J_A	2017	3	302.0
Bangladesh	Dep_J_A	2018	0	-1.0
Bangladesh	Dep_J_A	2018	1	-1.0
Bangladesh	Dep_J_A	2018	2	-1.0
Bangladesh	Dep_J_A	2018	3	80.0
Bangladesh	Dep_J_A	2019	0	-1.0
Bangladesh	Dep_J_A	2019	1	-1.0
Bangladesh	Dep_J_A	2019	2	-1.0
Bangladesh	Dep_J_A	2019	3	36.0
Bangladesh	Dep_J_A	2020	0	-1.0
Bangladesh	Dep_J_A	2020	1	-1.0
Bangladesh	Dep_J_A	2020	2	-1.0
Bangladesh	Dep_J_A	2020	3	18.0
Bangladesh	Family	2004	0	0.9587888404873293
Bangladesh	Family	2004	1	0.35827570691661836
Bangladesh	Family	2004	2	-0.10756374633007312
Bangladesh	Family	2004	3	1828.0
Bangladesh	Family	2005	0	0.9492326477352282
Bangladesh	Family	2005	1	0.7390437230327291
Bangladesh	Family	2005	2	2.5331108761383483
Bangladesh	Family	2005	3	3664.0
Bangladesh	Family	2006	0	0.9526991432924725
Bangladesh	Family	2006	1	0.4261446845301941
Bangladesh	Family	2006	2	1.7032386159857775
Bangladesh	Family	2006	3	3485.0
Bangladesh	Family	2007	0	0.9645941826743514
Bangladesh	Family	2007	1	0.8797220166756345
Bangladesh	Family	2007	2	2.6253761740960906
Bangladesh	Family	2007	3	2655.0
Bangladesh	Family	2008	0	0.9686027101672601
Bangladesh	Family	2008	1	0.48352968925268336
Bangladesh	Family	2008	2	2.33412165322862
Bangladesh	Family	2008	3	2760.0
Bangladesh	Family	2009	0	0.9603015542404687
Bangladesh	Family	2009	1	0.26519831705659425
Bangladesh	Family	2009	2	0.23833196087859299
Bangladesh	Family	2009	3	2113.0
Bangladesh	Family	2010	0	0.9620176271472933
Bangladesh	Family	2010	1	0.4726013848199414
Bangladesh	Family	2010	2	3.3883631380089856
Bangladesh	Family	2010	3	1632.0
Bangladesh	Family	2011	0	-1.0
Bangladesh	Family	2011	1	-1.0
Bangladesh	Family	2011	2	-1.0
Bangladesh	Family	2011	3	1827.0
Bangladesh	Family	2012	0	-1.0
Bangladesh	Family	2012	1	-1.0
Bangladesh	Family	2012	2	-1.0
Bangladesh	Family	2012	3	1947.0
Bangladesh	Family	2013	0	-1.0
Bangladesh	Family	2013	1	-1.0
Bangladesh	Family	2013	2	-1.0
Bangladesh	Family	2013	3	1035.0
Bangladesh	Family	2014	0	-1.0
Bangladesh	Family	2014	1	-1.0
Bangladesh	Family	2014	2	-1.0
Bangladesh	Family	2014	3	1324.0
Bangladesh	Family	2015	0	-1.0
Bangladesh	Family	2015	1	-1.0
Bangladesh	Family	2015	2	-1.0
Bangladesh	Family	2015	3	1733.0
Bangladesh	Family	2016	0	0.9527893862933465
Bangladesh	Family	2016	1	3.242333488659944
Bangladesh	Family	2016	2	3.6140515711327956
Bangladesh	Family	2016	3	1178.0
Bangladesh	Family	2017	0	-1.0
Bangladesh	Family	2017	1	-1.0
Bangladesh	Family	2017	2	-1.0
Bangladesh	Family	2017	3	1566.0
Bangladesh	Family	2018	0	-1.0
Bangladesh	Family	2018	1	-1.0
Bangladesh	Family	2018	2	-1.0
Bangladesh	Family	2018	3	1714.0
Bangladesh	Family	2019	0	-1.0
Bangladesh	Family	2019	1	-1.0
Bangladesh	Family	2019	2	-1.0
Bangladesh	Family	2019	3	2457.0
Bangladesh	Family	2020	0	-1.0
Bangladesh	Family	2020	1	-1.0
Bangladesh	Family	2020	2	-1.0
Bangladesh	Family	2020	3	1907.0
Bangladesh	Study	2004	0	0.43328408564499016
Bangladesh	Study	2004	1	0.5301561089335167
Bangladesh	Study	2004	2	3.718270794328756
Bangladesh	Study	2004	3	2245.0
Bangladesh	Study	2005	0	0.4671685551447621
Bangladesh	Study	2005	1	0.5775564383598305
Bangladesh	Study	2005	2	4.274040551010309
Bangladesh	Study	2005	3	3435.0
Bangladesh	Study	2006	0	0.4385991435648465
Bangladesh	Study	2006	1	0.6046853862405697
Bangladesh	Study	2006	2	4.4490564340480585
Bangladesh	Study	2006	3	3908.0
Bangladesh	Study	2007	0	0.38386030941961047
Bangladesh	Study	2007	1	0.6307459618395188
Bangladesh	Study	2007	2	4.417189186148012
Bangladesh	Study	2007	3	4045.0
Bangladesh	Study	2008	0	0.3216356769923834
Bangladesh	Study	2008	1	0.7307842480005102
Bangladesh	Study	2008	2	4.2269133663042275
Bangladesh	Study	2008	3	3953.0
Bangladesh	Study	2009	0	0.2329679813179797
Bangladesh	Study	2009	1	0.9239001281521259
Bangladesh	Study	2009	2	4.302043195987961
Bangladesh	Study	2009	3	17277.0
Bangladesh	Study	2010	0	0.21210668568549698
Bangladesh	Study	2010	1	0.889351158772197
Bangladesh	Study	2010	2	3.285697644236448
Bangladesh	Study	2010	3	10649.0
Bangladesh	Study	2011	0	0.17597360719028307
Bangladesh	Study	2011	1	1.0374710980263142
Bangladesh	Study	2011	2	2.9262565684935766
Bangladesh	Study	2011	3	6118.0
Bangladesh	Study	2012	0	0.1756738563061203
Bangladesh	Study	2012	1	1.244280494636969
Bangladesh	Study	2012	2	2.8585658161464105
Bangladesh	Study	2012	3	2709.0
Bangladesh	Study	2013	0	0.18007507463720474
Bangladesh	Study	2013	1	1.2991179824418537
Bangladesh	Study	2013	2	2.9143878143829838
Bangladesh	Study	2013	3	2075.0
Bangladesh	Study	2014	0	0.22988689366825993
Bangladesh	Study	2014	1	1.2589685922751337
Bangladesh	Study	2014	2	2.487993373331845
Bangladesh	Study	2014	3	2403.0
Bangladesh	Study	2015	0	0.2508059049292004
Bangladesh	Study	2015	1	1.1982042964287705
Bangladesh	Study	2015	2	2.6753394502101413
Bangladesh	Study	2015	3	1079.0
Bangladesh	Study	2016	0	0.3215763360937862
Bangladesh	Study	2016	1	1.7215199333921765
Bangladesh	Study	2016	2	2.44946155100203
Bangladesh	Study	2016	3	1009.0
Bangladesh	Study	2017	0	0.39403081530979034
Bangladesh	Study	2017	1	2.611272095905589
Bangladesh	Study	2017	2	2.415261572183841
Bangladesh	Study	2017	3	1182.0
Bangladesh	Study	2018	0	-1.0
Bangladesh	Study	2018	1	-1.0
Bangladesh	Study	2018	2	-1.0
Bangladesh	Study	2018	3	1371.0
Bangladesh	Study	2019	0	-1.0
Bangladesh	Study	2019	1	-1.0
Bangladesh	Study	2019	2	-1.0
Bangladesh	Study	2019	3	1868.0
Bangladesh	Study	2020	0	-1.0
Bangladesh	Study	2020	1	-1.0
Bangladesh	Study	2020	2	-1.0
Bangladesh	Study	2020	3	3268.0
Bangladesh	Work	2004	0	0.2666555289320518
Bangladesh	Work	2004	1	1.842406501151419
Bangladesh	Work	2004	2	1.5334344764995698
Bangladesh	Work	2004	3	2797.0
Bangladesh	Work	2005	0	0.24611441799199396
Bangladesh	Work	2005	1	1.9337490794808314
Bangladesh	Work	2005	2	1.520795170224627
Bangladesh	Work	2005	3	3958.0
Bangladesh	Work	2006	0	0.3316937959880587
Bangladesh	Work	2006	1	1.3611313961456362
Bangladesh	Work	2006	2	1.668480040791441
Bangladesh	Work	2006	3	3051.0
Bangladesh	Work	2007	0	0.3715977722684301
Bangladesh	Work	2007	1	1.0991905527992092
Bangladesh	Work	2007	2	2.012836468340311
Bangladesh	Work	2007	3	1803.0
Bangladesh	Work	2008	0	0.39896143022081176
Bangladesh	Work	2008	1	1.2725600289394063
Bangladesh	Work	2008	2	2.3808649542291636
Bangladesh	Work	2008	3	1717.0
Bangladesh	Work	2009	0	0.3630506382580002
Bangladesh	Work	2009	1	1.917562547910623
Bangladesh	Work	2009	2	2.5662397903865415
Bangladesh	Work	2009	3	1986.0
Bangladesh	Work	2010	0	0.5871851591157198
Bangladesh	Work	2010	1	0.7457625535568546
Bangladesh	Work	2010	2	1.959198098227965
Bangladesh	Work	2010	3	917.0
Bangladesh	Work	2011	0	0.594035259538594
Bangladesh	Work	2011	1	0.46540926649823355
Bangladesh	Work	2011	2	-0.09810101882035832
Bangladesh	Work	2011	3	655.0
Bangladesh	Work	2012	0	0.48642510717596144
Bangladesh	Work	2012	1	0.35579426260512403
Bangladesh	Work	2012	2	-0.15027849072145333
Bangladesh	Work	2012	3	742.0
Bangladesh	Work	2013	0	0.49618181338254314
Bangladesh	Work	2013	1	0.49062442326799915
Bangladesh	Work	2013	2	0.34241437694956867
Bangladesh	Work	2013	3	661.0
Bangladesh	Work	2014	0	0.4533562916134586
Bangladesh	Work	2014	1	0.30474433342159146
Bangladesh	Work	2014	2	-1.4999527797506693
Bangladesh	Work	2014	3	571.0
Bangladesh	Work	2015	0	0.2677045977766974
Bangladesh	Work	2015	1	0.2881048649968685
Bangladesh	Work	2015	2	-1.4999009061564754
Bangladesh	Work	2015	3	390.0
Bangladesh	Work	2016	0	0.5546312098570103
Bangladesh	Work	2016	1	0.7477190942042652
Bangladesh	Work	2016	2	1.1254115186230964
Bangladesh	Work	2016	3	432.0
Bangladesh	Work	2017	0	0.4566859112731777
Bangladesh	Work	2017	1	0.7556032875419236
Bangladesh	Work	2017	2	0.39139760633522325
Bangladesh	Work	2017	3	336.0
Bangladesh	Work	2018	0	-1.0
Bangladesh	Work	2018	1	-1.0
Bangladesh	Work	2018	2	-1.0
Bangladesh	Work	2018	3	463.0
Bangladesh	Work	2019	0	-1.0
Bangladesh	Work	2019	1	-1.0
Bangladesh	Work	2019	2	-1.0
Bangladesh	Work	2019	3	670.0
Bangladesh	Work	2020	0	-1.0
Bangladesh	Work	2020	1	-1.0
Bangladesh	Work	2020	2	-1.0
Bangladesh	Work	2020	3	572.0
China	Dep_J_A	2004	0	0.6441463507903143
China	Dep_J_A	2004	1	0.8277949965044542
China	Dep_J_A	2004	2	1.5984773613443686
China	Dep_J_A	2004	3	222.0
China	Dep_J_A	2005	0	0.6559389119257988
China	Dep_J_A	2005	1	0.6642762497936796
China	Dep_J_A	2005	2	0.9584652479090823
China	Dep_J_A	2005	3	218.0
China	Dep_J_A	2006	0	0.6348130072382573
China	Dep_J_A	2006	1	0.9048543602402292
China	Dep_J_A	2006	2	2.305894656165821
China	Dep_J_A	2006	3	293.0
China	Dep_J_A	2007	0	0.6489701662931395
China	Dep_J_A	2007	1	0.7640981401256448
China	Dep_J_A	2007	2	2.660059344210026
China	Dep_J_A	2007	3	416.0
China	Dep_J_A	2008	0	0.5670821775382194
China	Dep_J_A	2008	1	0.6929338046797506
China	Dep_J_A	2008	2	2.4829898934908545
China	Dep_J_A	2008	3	964.0
China	Dep_J_A	2009	0	0.5458609069655629
China	Dep_J_A	2009	1	0.9175613446748185
China	Dep_J_A	2009	2	1.1391131136067825
China	Dep_J_A	2009	3	414.0
China	Dep_J_A	2010	0	0.49656811493586794
China	Dep_J_A	2010	1	1.1426499888568071
China	Dep_J_A	2010	2	1.2944260996936985
China	Dep_J_A	2010	3	437.0
China	Dep_J_A	2011	0	0.444229728867537
China	Dep_J_A	2011	1	1.7057796872879605
China	Dep_J_A	2011	2	1.3701984479548373
China	Dep_J_A	2011	3	538.0
China	Dep_J_A	2012	0	0.40063127553643324
China	Dep_J_A	2012	1	1.7598295849735304
China	Dep_J_A	2012	2	1.4742004446689556
China	Dep_J_A	2012	3	639.0
China	Dep_J_A	2013	0	0.2584064179303592
China	Dep_J_A	2013	1	2.1284757069804874
China	Dep_J_A	2013	2	1.3740071707966077
China	Dep_J_A	2013	3	743.0
China	Dep_J_A	2014	0	0.20378823204023522
China	Dep_J_A	2014	1	2.570468264943785
China	Dep_J_A	2014	2	1.4708439085416827
China	Dep_J_A	2014	3	1001.0
China	Dep_J_A	2015	0	0.2005641263311389
China	Dep_J_A	2015	1	2.204898279426823
China	Dep_J_A	2015	2	1.4741051218156107
China	Dep_J_A	2015	3	992.0
China	Dep_J_A	2016	0	0.12003610668113282
China	Dep_J_A	2016	1	4.257712462613763
China	Dep_J_A	2016	2	1.4257609430762064
China	Dep_J_A	2016	3	1033.0
China	Dep_J_A	2017	0	0.1383681532816275
China	Dep_J_A	2017	1	3.7833896434286824
China	Dep_J_A	2017	2	1.4311088761811916
China	Dep_J_A	2017	3	1062.0
China	Dep_J_A	2018	0	-1.0
China	Dep_J_A	2018	1	-1.0
China	Dep_J_A	2018	2	-1.0
China	Dep_J_A	2018	3	934.0
China	Dep_J_A	2019	0	-1.0
China	Dep_J_A	2019	1	-1.0
China	Dep_J_A	2019	2	-1.0
China	Dep_J_A	2019	3	1218.0
China	Dep_J_A	2020	0	-1.0
China	Dep_J_A	2020	1	-1.0
China	Dep_J_A	2020	2	-1.0
China	Dep_J_A	2020	3	352.0
China	Family	2004	0	0.8080306443435126
China	Family	2004	1	1.2212278243243913
China	Family	2004	2	2.9112220936952933
China	Family	2004	3	698.0
China	Family	2005	0	0.7917400264507473
China	Family	2005	1	1.120656390339063
China	Family	2005	2	3.0023161718550035
China	Family	2005	3	605.0
China	Family	2006	0	0.8188061155000368
China	Family	2006	1	1.1045847203182486
China	Family	2006	2	2.7032272916950424
China	Family	2006	3	872.0
China	Family	2007	0	0.8024716931886664
China	Family	2007	1	1.1764626055504661
China	Family	2007	2	2.7946542003532926
China	Family	2007	3	891.0
China	Family	2008	0	0.8376632957241503
China	Family	2008	1	0.6439135460654095
China	Family	2008	2	2.8041003832955473
China	Family	2008	3	870.0
China	Family	2009	0	0.8065287413052014
China	Family	2009	1	1.1438978101231223
China	Family	2009	2	2.6331406557193793
China	Family	2009	3	827.0
China	Family	2010	0	0.8556012240920099
China	Family	2010	1	0.5705566771578643
China	Family	2010	2	2.720002615884395
China	Family	2010	3	952.0
China	Family	2011	0	0.8939767725832686
China	Family	2011	1	0.8868201892754302
China	Family	2011	2	2.67056050391979
China	Family	2011	3	718.0
China	Family	2012	0	0.8860336204196373
China	Family	2012	1	0.6037100093323238
China	Family	2012	2	3.3130432436266157
China	Family	2012	3	746.0
China	Family	2013	0	0.8478144646728294
China	Family	2013	1	0.8753750953982461
China	Family	2013	2	4.271995193201918
China	Family	2013	3	717.0
China	Family	2014	0	0.8038649904448278
China	Family	2014	1	0.682309802620469
China	Family	2014	2	4.838602016798843
China	Family	2014	3	853.0
China	Family	2015	0	-1.0
China	Family	2015	1	-1.0
China	Family	2015	2	-1.0
China	Family	2015	3	947.0
China	Family	2016	0	0.9027402644931144
China	Family	2016	1	4.885243771983078
China	Family	2016	2	3.250320513559496
China	Family	2016	3	761.0
China	Family	2017	0	-1.0
China	Family	2017	1	-1.0
China	Family	2017	2	-1.0
China	Family	2017	3	784.0
China	Family	2018	0	-1.0
China	Family	2018	1	-1.0
China	Family	2018	2	-1.0
China	Family	2018	3	750.0
China	Family	2019	0	-1.0
China	Family	2019	1	-1.0
China	Family	2019	2	-1.0
China	Family	2019	3	1082.0
China	Family	2020	0	-1.0
China	Family	2020	1	-1.0
China	Family	2020	2	-1.0
China	Family	2020	3	468.0
China	Study	2004	0	0.10655400596150491
China	Study	2004	1	0.6942360228584226
China	Study	2004	2	3.127773279697074
China	Study	2004	3	20014.0
China	Study	2005	0	0.09931087091808774
China	Study	2005	1	0.7318947571338632
China	Study	2005	2	3.3516626296521697
China	Study	2005	3	16861.0
China	Study	2006	0	0.08591487005485737
China	Study	2006	1	0.7160650757953823
China	Study	2006	2	3.3069300503662467
China	Study	2006	3	19641.0
China	Study	2007	0	0.08591141748189753
China	Study	2007	1	0.7120363439451288
China	Study	2007	2	3.3703310325033606
China	Study	2007	3	22482.0
China	Study	2008	0	0.07529049419595327
China	Study	2008	1	0.7426449032724175
China	Study	2008	2	3.519132784478585
China	Study	2008	3	26328.0
China	Study	2009	0	0.07300201997386
China	Study	2009	1	0.7862519225637801
China	Study	2009	2	3.3492026626875235
China	Study	2009	3	34086.0
China	Study	2010	0	0.05861028672219179
China	Study	2010	1	0.9252211136600967
China	Study	2010	2	3.3418982448149412
China	Study	2010	3	37621.0
China	Study	2011	0	0.043894802758556443
China	Study	2011	1	1.0496467025282192
China	Study	2011	2	3.126301161520441
China	Study	2011	3	41781.0
China	Study	2012	0	0.048792137059111854
China	Study	2012	1	1.131045873783119
China	Study	2012	2	3.0737937099955275
China	Study	2012	3	43746.0
China	Study	2013	0	0.06041132630874206
China	Study	2013	1	1.2133620119025132
China	Study	2013	2	3.0014097122973284
China	Study	2013	3	46375.0
China	Study	2014	0	0.0808615321481076
China	Study	2014	1	1.3217456327930306
China	Study	2014	2	2.950234467712022
China	Study	2014	3	48737.0
China	Study	2015	0	0.12055646202498962
China	Study	2015	1	1.640519744851181
China	Study	2015	2	2.830395482137054
China	Study	2015	3	51154.0
China	Study	2016	0	0.15376091659318558
China	Study	2016	1	2.030300535867907
China	Study	2016	2	2.7891485067110358
China	Study	2016	3	54809.0
China	Study	2017	0	0.23022047100355436
China	Study	2017	1	3.2210877298207596
China	Study	2017	2	2.6130039495850186
China	Study	2017	3	63736.0
China	Study	2018	0	-1.0
China	Study	2018	1	-1.0
China	Study	2018	2	-1.0
China	Study	2018	3	71787.0
China	Study	2019	0	-1.0
China	Study	2019	1	-1.0
China	Study	2019	2	-1.0
China	Study	2019	3	88614.0
China	Study	2020	0	-1.0
China	Study	2020	1	-1.0
China	Study	2020	2	-1.0
China	Study	2020	3	54540.0
China	Work	2004	0	0.5113625392081225
China	Work	2004	1	0.6172093958610929
China	Work	2004	2	2.011058250833197
China	Work	2004	3	3283.0
China	Work	2005	0	0.44019787049353915
China	Work	2005	1	0.5441508945952772
China	Work	2005	2	1.1046288029123814
China	Work	2005	3	4123.0
China	Work	2006	0	0.404188469493967
China	Work	2006	1	0.5331441594691282
China	Work	2006	2	0.3751037768849452
China	Work	2006	3	5699.0
China	Work	2007	0	0.4021460632549878
China	Work	2007	1	0.5797196027108176
China	Work	2007	2	0.9998889237991334
China	Work	2007	3	5146.0
China	Work	2008	0	0.29520428586071656
China	Work	2008	1	0.677739435806179
China	Work	2008	2	-1.4999991137382347
China	Work	2008	3	5243.0
China	Work	2009	0	0.41906198554339325
China	Work	2009	1	0.771402615651718
China	Work	2009	2	1.9414943275364114
China	Work	2009	3	3305.0
China	Work	2010	0	0.41179065244631896
China	Work	2010	1	0.8910003743205048
China	Work	2010	2	1.9683005758638605
China	Work	2010	3	3347.0
China	Work	2011	0	0.35361467135518737
China	Work	2011	1	0.6632061981996034
China	Work	2011	2	1.325603410695879
China	Work	2011	3	3035.0
China	Work	2012	0	0.33354219844621613
China	Work	2012	1	0.608109679565935
China	Work	2012	2	1.1690504091939267
China	Work	2012	3	2857.0
China	Work	2013	0	0.3168381088727801
China	Work	2013	1	0.7362473137147185
China	Work	2013	2	1.5713229732396816
China	Work	2013	3	3579.0
China	Work	2014	0	0.33504757672701835
China	Work	2014	1	0.5965424003018771
China	Work	2014	2	1.6061403324466386
China	Work	2014	3	4748.0
China	Work	2015	0	0.1960648135085613
China	Work	2015	1	0.5049422421867935
China	Work	2015	2	0.8172787489926027
China	Work	2015	3	4042.0
China	Work	2016	0	0.24177712426562817
China	Work	2016	1	0.87634284747376
China	Work	2016	2	1.3626330475073158
China	Work	2016	3	4339.0
China	Work	2017	0	0.34069251426310365
China	Work	2017	1	1.129805943078866
China	Work	2017	2	1.9287856591989918
China	Work	2017	3	4403.0
China	Work	2018	0	-1.0
China	Work	2018	1	-1.0
China	Work	2018	2	-1.0
China	Work	2018	3	5045.0
China	Work	2019	0	-1.0
China	Work	2019	1	-1.0
China	Work	2019	2	-1.0
China	Work	2019	3	5284.0
China	Work	2020	0	-1.0
China	Work	2020	1	-1.0
China	Work	2020	2	-1.0
China	Work	2020	3	1798.0
India	Dep_J_A	2004	0	0.7468080832382122
India	Dep_J_A	2004	1	0.61852992933382
India	Dep_J_A	2004	2	3.1987186006567168
India	Dep_J_A	2004	3	4310.0
India	Dep_J_A	2005	0	0.7317627432759337
India	Dep_J_A	2005	1	0.6408727130696155
India	Dep_J_A	2005	2	2.402176148172781
India	Dep_J_A	2005	3	3740.0
India	Dep_J_A	2006	0	0.7231871725154573
India	Dep_J_A	2006	1	0.6638848725057775
India	Dep_J_A	2006	2	2.60614757128888
India	Dep_J_A	2006	3	1796.0
India	Dep_J_A	2007	0	0.5268997103362509
India	Dep_J_A	2007	1	0.9565490906248644
India	Dep_J_A	2007	2	2.588088858758134
India	Dep_J_A	2007	3	12431.0
India	Dep_J_A	2008	0	0.49663234168132586
India	Dep_J_A	2008	1	0.9469096663672453
India	Dep_J_A	2008	2	2.3677594212110855
India	Dep_J_A	2008	3	11968.0
India	Dep_J_A	2009	0	0.6761725646761731
India	Dep_J_A	2009	1	0.7971210693658572
India	Dep_J_A	2009	2	2.1555651672667135
India	Dep_J_A	2009	3	1795.0
India	Dep_J_A	2010	0	0.8090279518452489
India	Dep_J_A	2010	1	0.9749826696348989
India	Dep_J_A	2010	2	2.569302549267981
India	Dep_J_A	2010	3	1100.0
India	Dep_J_A	2011	0	0.812147404469582
India	Dep_J_A	2011	1	1.2716610413796046
India	Dep_J_A	2011	2	2.540019193946106
India	Dep_J_A	2011	3	559.0
India	Dep_J_A	2012	0	0.8059944376005146
India	Dep_J_A	2012	1	0.6481894742104906
India	Dep_J_A	2012	2	2.369992428313962
India	Dep_J_A	2012	3	393.0
India	Dep_J_A	2013	0	0.7974910428523032
India	Dep_J_A	2013	1	1.0337514936812986
India	Dep_J_A	2013	2	2.944206478478062
India	Dep_J_A	2013	3	437.0
India	Dep_J_A	2014	0	0.7170034690964082
India	Dep_J_A	2014	1	0.7425979004802431
India	Dep_J_A	2014	2	3.426771022707026
India	Dep_J_A	2014	3	445.0
India	Dep_J_A	2015	0	-1.0
India	Dep_J_A	2015	1	-1.0
India	Dep_J_A	2015	2	-1.0
India	Dep_J_A	2015	3	525.0
India	Dep_J_A	2016	0	0.7990905319951696
India	Dep_J_A	2016	1	1.6438598644690976
India	Dep_J_A	2016	2	2.8415614190788436
India	Dep_J_A	2016	3	420.0
India	Dep_J_A	2017	0	-1.0
India	Dep_J_A	2017	1	-1.0
India	Dep_J_A	2017	2	-1.0
India	Dep_J_A	2017	3	417.0
India	Dep_J_A	2018	0	-1.0
India	Dep_J_A	2018	1	-1.0
India	Dep_J_A	2018	2	-1.0
India	Dep_J_A	2018	3	160.0
India	Dep_J_A	2019	0	-1.0
India	Dep_J_A	2019	1	-1.0
India	Dep_J_A	2019	2	-1.0
India	Dep_J_A	2019	3	184.0
India	Dep_J_A	2020	0	-1.0
India	Dep_J_A	2020	1	-1.0
India	Dep_J_A	2020	2	-1.0
India	Dep_J_A	2020	3	261.0
India	Family	2004	0	0.9043439224507257
India	Family	2004	1	1.3792250505552484
India	Family	2004	2	2.5077143728439175
India	Family	2004	3	4631.0
India	Family	2005	0	0.8949398735584887
India	Family	2005	1	1.2305029437078336
India	Family	2005	2	2.505652740973207
India	Family	2005	3	5197.0
India	Family	2006	0	0.8976807483202407
India	Family	2006	1	1.3198488134385964
India	Family	2006	2	2.6493953571431375
India	Family	2006	3	5004.0
India	Family	2007	0	0.901454492199465
India	Family	2007	1	0.9905427419473659
India	Family	2007	2	2.5496176515151516
India	Family	2007	3	4475.0
India	Family	2008	0	0.9131120053628405
India	Family	2008	1	1.1723204400177398
India	Family	2008	2	2.727232519307072
India	Family	2008	3	3683.0
India	Family	2009	0	0.8867683274395252
India	Family	2009	1	1.1550613929802558
India	Family	2009	2	2.8993691908502384
India	Family	2009	3	3462.0
India	Family	2010	0	0.9078555201515199
India	Family	2010	1	1.0802480408244017
India	Family	2010	2	2.860123099621542
India	Family	2010	3	3734.0
India	Family	2011	0	0.8936120498562516
India	Family	2011	1	0.7757728337251817
India	Family	2011	2	2.8676591592996115
India	Family	2011	3	2785.0
India	Family	2012	0	0.8763088607693139
India	Family	2012	1	0.2746445877491297
India	Family	2012	2	2.6398822103067037
India	Family	2012	3	2665.0
India	Family	2013	0	0.8817177987109599
India	Family	2013	1	0.8568669041419293
India	Family	2013	2	3.881661898563963
India	Family	2013	3	2474.0
India	Family	2014	0	0.8006140361678924
India	Family	2014	1	0.5150320303528346
India	Family	2014	2	5.618363780830043
India	Family	2014	3	2890.0
India	Family	2015	0	-1.0
India	Family	2015	1	-1.0
India	Family	2015	2	-1.0
India	Family	2015	3	3041.0
India	Family	2016	0	0.9224662117205055
India	Family	2016	1	3.4516269863714935
India	Family	2016	2	3.344934422675146
India	Family	2016	3	2588.0
India	Family	2017	0	-1.0
India	Family	2017	1	-1.0
India	Family	2017	2	-1.0
India	Family	2017	3	2731.0
India	Family	2018	0	-1.0
India	Family	2018	1	-1.0
India	Family	2018	2	-1.0
India	Family	2018	3	3106.0
India	Family	2019	0	-1.0
India	Family	2019	1	-1.0
India	Family	2019	2	-1.0
India	Family	2019	3	3813.0
India	Family	2020	0	-1.0
India	Family	2020	1	-1.0
India	Family	2020	2	-1.0
